// The next line is the dfg name
idctcol_dfg__3_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 2 2 5
SQRT 2 2 6
actual latency 99
0 3 0
1 13 4
2 19 4
3 26 0
4 27 3
5 10 1
6 13 0
7 16 1
8 7 4
9 22 1
10 25 0
11 1 1
12 19 1
13 25 1
14 6 3
15 13 1
16 16 2
17 11 2
18 21 3
19 31 5
20 4 1
21 21 2
22 28 1
23 37 4
24 32 0
25 7 5
26 16 3
27 21 0
28 1 3
29 25 4
30 31 4
31 4 0
32 25 5
33 31 2
34 37 3
35 37 2
36 37 5
37 31 1
38 43 5
39 43 3
40 37 1
41 37 0
42 42 2
43 47 2
44 55 4
45 61 1
46 43 4
47 49 0
48 52 1
49 58 2
50 49 1
51 52 0
52 53 2
53 58 1
54 61 0
55 11 3
56 34 1
57 79 5
58 64 2
59 73 4
60 79 0
61 80 1
62 83 0
63 1 5
64 7 1
65 84 0
66 63 0
67 67 4
68 74 1
69 77 1
70 83 1
71 1 2
72 6 0
73 86 0
74 49 4
75 55 5
76 61 4
77 67 3
78 72 0
79 13 5
80 19 5
81 89 1
82 48 3
83 53 3
84 61 5
85 68 1
86 71 2
87 2 0
88 26 2
89 76 2
90 67 5
91 86 1
92 89 4
93 95 1
94 98 0
95 1 0
96 6 2
97 99 0
98 64 0
99 65 1
100 68 0
101 69 0
102 71 1
103 1 4
104 7 0
105 74 0
106 49 5
107 58 3
108 65 0
109 73 5
110 79 3
111 40 1
112 79 4
113 85 2
