// The next line is the dfg name
matmul_dfg__3_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 2 2 3
DIV 3 3 5
SQRT 3 3 6
actual latency 60
0 1 3
1 6 0
2 11 3
3 19 6
4 1 0
5 7 6
6 16 3
7 21 0
8 1 8
9 7 0
10 10 1
11 16 5
12 2 0
13 4 1
14 19 8
15 25 1
16 4 2
17 11 5
18 21 3
19 31 5
20 4 0
21 5 0
22 9 0
23 37 7
24 43 0
25 10 2
26 13 1
27 16 1
28 43 6
29 49 7
30 1 5
31 16 2
32 43 7
33 49 4
34 55 0
35 36 3
36 49 8
37 56 0
38 57 0
39 1 1
40 13 6
41 19 1
42 25 0
43 1 2
44 7 1
45 10 0
46 22 1
47 31 7
48 3 0
49 6 3
50 25 8
51 32 0
52 37 5
53 8 0
54 12 0
55 21 5
56 28 0
57 49 6
58 26 5
59 43 8
60 49 0
61 55 1
62 1 6
63 7 7
64 13 7
65 26 3
66 1 7
67 11 4
68 16 0
69 26 4
70 31 3
71 7 2
72 11 0
73 13 2
74 25 2
75 36 2
76 13 8
77 19 2
78 22 2
79 37 6
80 43 3
81 6 5
82 21 4
83 36 4
84 55 6
85 1 4
86 6 4
87 31 8
88 37 0
89 25 6
90 31 0
91 32 1
92 35 1
93 38 1
94 7 8
95 16 4
96 31 6
97 37 8
98 44 0
99 19 7
100 25 7
101 31 4
102 39 2
103 45 1
104 13 0
105 28 1
106 33 0
107 48 3
108 28 2
