// The next line is the dfg name
interpolate_aux_dfg__12_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 2 2 3
DIV 3 3 5
SQRT 3 3 6
actual latency 34
0 21 0
1 6 6
2 19 1
3 21 1
4 23 0
5 24 1
6 6 5
7 8 0
8 10 2
9 13 2
10 20 1
11 22 0
12 1 8
13 8 1
14 9 0
15 12 0
16 13 3
17 22 1
18 23 1
19 25 0
20 28 2
21 19 3
22 12 1
23 1 9
24 19 7
25 25 3
26 31 0
27 13 1
28 9 1
29 10 3
30 14 0
31 15 6
32 22 2
33 1 6
34 2 0
35 1 4
36 7 7
37 13 0
38 16 2
39 4 2
40 3 1
41 1 3
42 4 0
43 7 0
44 13 8
45 19 2
46 22 3
47 28 1
48 7 9
49 24 0
50 11 5
51 25 1
52 28 3
53 31 1
54 14 1
55 10 0
56 10 1
57 15 0
58 17 0
59 18 4
60 3 0
61 1 0
62 1 1
63 6 4
64 13 7
65 19 0
66 6 1
67 4 1
68 5 0
69 7 3
70 11 0
71 15 1
72 20 0
73 23 4
74 31 2
75 25 2
76 26 0
77 26 1
78 27 0
79 29 0
80 34 0
81 5 1
82 1 2
83 2 1
84 7 2
85 13 9
86 19 8
87 16 0
88 1 7
89 11 1
90 16 1
91 17 1
92 18 0
93 6 0
94 1 5
95 4 3
96 7 1
97 11 4
98 18 1
99 19 5
100 27 1
101 29 1
102 28 0
103 7 8
104 16 3
105 20 6
106 30 0
107 32 0
