// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 2 2 3
DIV 4 4 5
SQRT 4 4 6
actual latency 92
0 31 5
1 29 0
2 34 1
3 22 2
4 26 4
5 37 1
6 40 2
7 43 8
8 13 10
9 21 3
10 19 2
11 25 7
12 31 1
13 34 6
14 40 1
15 49 2
16 55 1
17 33 0
18 26 0
19 1 10
20 16 2
21 27 0
22 34 0
23 43 10
24 19 10
25 13 7
26 28 1
27 31 0
28 37 10
29 43 5
30 48 4
31 55 9
32 61 8
33 26 6
34 55 10
35 61 9
36 32 0
37 37 0
38 67 7
39 73 7
40 79 4
41 84 8
42 25 10
43 31 10
44 67 2
45 12 0
46 43 2
47 58 6
48 70 2
49 73 1
50 37 2
51 6 6
52 6 4
53 13 2
54 17 0
55 40 3
56 45 3
57 3 0
58 4 2
59 1 6
60 7 7
61 16 3
62 21 0
63 24 0
64 55 8
65 62 3
66 1 9
67 1 5
68 1 4
69 6 3
70 13 1
71 16 0
72 19 7
73 13 0
74 25 1
75 7 2
76 10 1
77 31 8
78 37 7
79 43 1
80 46 6
81 51 0
82 10 0
83 11 6
84 67 3
85 6 5
86 11 0
87 55 7
88 74 0
89 76 1
90 79 1
91 7 10
92 16 5
93 52 1
94 7 9
95 16 4
96 67 1
97 70 1
98 73 0
99 4 1
100 1 0
101 1 7
102 8 0
103 11 3
104 16 1
105 19 1
106 1 3
107 1 2
108 1 1
109 4 0
110 5 0
111 6 0
112 7 0
113 22 0
114 23 0
115 18 0
116 15 0
117 7 1
118 10 2
119 16 6
120 22 1
121 26 3
122 13 9
123 21 5
124 11 4
125 19 8
126 31 7
127 37 8
128 43 4
129 49 1
130 52 3
131 28 2
132 31 3
133 36 0
134 2 0
135 14 0
136 58 1
137 61 5
138 66 10
139 72 0
140 46 2
141 49 5
142 57 3
143 49 10
144 55 5
145 60 4
146 65 0
147 67 8
148 26 5
149 25 0
150 11 5
151 25 2
152 28 0
153 43 9
154 49 7
155 34 2
156 13 8
157 21 4
158 31 9
159 37 9
160 43 7
161 49 0
162 55 0
163 61 7
164 49 9
165 30 0
166 7 8
167 20 0
168 31 4
169 55 4
170 61 1
171 46 1
172 21 6
173 19 0
174 25 9
175 31 2
176 52 2
177 56 0
178 64 6
179 73 2
180 19 9
181 25 8
182 67 0
183 1 8
184 9 0
185 76 0
186 77 3
187 82 0
188 83 3
189 35 0
190 58 2
191 76 8
192 49 8
193 55 2
194 68 0
195 82 7
196 88 3
