// The next line is the dfg name
invert_matrix_general_dfg__3_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 2 2 3
DIV 2 2 5
SQRT 2 2 6
actual latency 103
0 55 2
1 69 1
2 72 1
3 75 1
4 82 0
5 84 1
6 49 1
7 71 5
8 79 3
9 82 1
10 93 1
11 32 0
12 37 3
13 46 5
14 91 6
15 97 2
16 50 1
17 76 4
18 81 0
19 85 3
20 94 1
21 49 2
22 52 0
23 58 2
24 61 1
25 43 7
26 49 0
27 50 0
28 61 5
29 70 3
30 79 6
31 85 0
32 86 0
33 87 0
34 88 0
35 89 0
36 90 0
37 67 3
38 86 5
39 95 0
40 27 1
41 31 2
42 61 6
43 67 0
44 22 2
45 34 2
46 43 2
47 52 2
48 68 0
49 42 1
50 45 1
51 51 0
52 56 1
53 69 0
54 81 5
55 70 0
56 74 1
57 91 3
58 16 4
59 23 1
60 31 6
61 43 3
62 36 0
63 37 0
64 38 0
65 39 0
66 51 5
67 46 0
68 51 1
69 57 0
70 58 1
71 60 1
72 64 0
73 91 4
74 66 4
75 97 6
76 103 0
77 37 2
78 40 0
79 41 0
80 43 1
81 7 7
82 13 7
83 33 1
84 36 5
85 46 1
86 37 1
87 39 1
88 44 0
89 47 0
90 58 3
91 70 2
92 47 1
93 79 7
94 96 4
95 9 1
96 14 0
97 16 3
98 16 5
99 21 0
100 24 1
101 28 2
102 1 2
103 10 0
104 14 1
105 1 5
106 11 5
107 16 0
108 19 7
109 55 7
110 1 6
111 7 6
112 13 0
113 1 4
114 6 0
115 7 0
116 19 6
117 1 0
118 4 2
119 7 1
120 2 1
121 3 1
122 4 0
123 8 0
124 26 4
125 1 1
126 6 4
127 13 2
128 2 0
129 3 0
130 13 6
131 19 0
132 1 7
133 7 2
134 15 0
135 5 0
136 10 1
137 12 0
138 19 1
139 20 0
140 11 4
141 16 2
142 24 0
143 11 0
144 15 1
145 23 0
146 26 5
147 6 5
148 13 3
149 25 6
150 4 1
151 7 3
152 25 7
153 31 1
154 40 2
155 25 0
156 28 0
157 30 0
158 26 0
159 28 1
160 30 1
161 49 7
162 34 1
163 36 1
164 38 1
165 22 1
166 25 2
167 31 5
168 40 1
169 55 1
170 9 0
171 13 1
172 18 1
173 8 1
174 12 1
175 18 0
176 19 2
177 17 1
178 22 0
179 27 0
180 6 1
181 10 2
182 26 1
183 29 0
184 31 0
185 25 1
186 37 7
187 67 7
188 73 2
189 46 2
190 56 4
191 62 0
192 64 1
193 76 1
194 52 1
195 61 2
196 65 0
197 66 1
198 77 0
199 78 0
200 85 7
201 91 1
202 94 2
203 21 5
204 41 1
205 44 1
206 66 5
207 53 0
208 57 1
209 59 0
210 62 1
211 71 0
212 48 0
213 53 1
214 61 3
215 65 1
216 72 0
217 73 1
218 88 2
219 77 1
220 83 0
221 95 1
222 34 0
223 40 3
224 49 3
225 54 0
226 22 3
227 34 3
228 46 3
229 52 3
230 64 2
231 28 3
232 33 0
233 41 4
234 71 4
235 76 2
236 88 3
237 78 1
238 83 1
239 96 0
240 4 3
241 17 0
242 21 1
243 31 7
244 1 3
245 5 1
246 10 3
247 37 6
248 61 7
249 32 1
250 35 1
251 41 5
252 61 0
253 76 5
254 82 3
255 85 1
256 66 0
257 91 5
258 96 1
259 31 3
260 35 0
261 46 4
262 85 6
263 43 6
264 73 6
265 79 0
266 82 2
267 91 0
268 58 0
269 59 1
270 63 0
271 73 3
272 92 0
273 93 0
274 94 0
275 70 1
276 91 2
277 97 0
278 64 3
279 67 1
280 68 1
281 71 1
282 48 1
283 54 1
284 81 4
285 86 1
286 87 1
287 56 0
288 67 2
289 76 3
290 80 1
291 88 1
292 89 1
293 81 1
294 84 0
295 97 1
296 11 1
297 21 4
298 36 4
299 43 0
300 16 1
301 20 1
302 25 3
303 55 6
304 61 4
305 19 3
306 31 4
307 73 7
308 79 1
309 80 0
310 86 4
311 92 1
312 85 2
313 90 1
314 98 0
315 42 0
316 45 0
317 55 3
318 60 0
319 29 1
320 49 6
321 55 0
322 56 5
323 63 1
324 67 6
325 73 0
326 74 0
327 75 0
328 76 0
329 79 2
330 51 4
331 91 7
332 97 3
