// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 119
0 96 0
1 31 0
2 24 0
3 18 0
4 19 1
5 32 0
6 35 0
7 46 2
8 55 3
9 31 1
10 19 0
11 31 2
12 40 0
13 61 1
14 64 0
15 65 0
16 66 0
17 4 0
18 2 0
19 1 3
20 7 0
21 8 0
22 9 0
23 25 3
24 19 3
25 7 3
26 3 0
27 5 0
28 16 2
29 25 0
30 26 0
31 61 3
32 85 3
33 44 0
34 61 2
35 109 3
36 63 0
37 69 0
38 91 2
39 115 1
40 118 0
41 119 0
42 71 2
43 101 2
44 106 0
45 86 0
46 89 0
47 103 1
48 107 0
49 110 0
50 29 0
51 22 0
52 13 1
53 23 0
54 30 0
55 34 1
56 43 1
57 45 0
58 33 0
59 4 1
60 31 3
61 40 1
62 47 0
63 48 0
64 66 2
65 76 1
66 36 2
67 22 1
68 16 1
69 34 0
70 36 0
71 41 0
72 51 2
73 37 0
74 16 0
75 12 0
76 15 0
77 49 3
78 56 2
79 61 0
80 67 1
81 76 0
82 72 0
83 82 1
84 91 1
85 70 1
86 77 0
87 106 2
88 111 0
89 112 0
90 113 0
91 76 2
92 94 1
93 97 0
94 96 2
95 101 0
96 102 0
97 108 0
98 114 0
99 67 0
100 52 0
101 41 2
102 53 0
103 55 1
104 70 0
105 74 0
106 49 1
107 58 0
108 55 0
109 59 0
110 68 0
111 71 0
112 75 0
113 78 0
114 80 0
115 54 0
116 42 0
117 38 0
118 43 0
119 46 1
120 56 0
121 64 1
122 25 1
123 10 0
124 6 0
125 7 1
126 37 3
127 73 3
128 79 1
129 82 0
130 85 1
131 81 0
132 87 0
133 90 0
134 83 0
135 88 0
136 92 0
137 94 0
138 109 1
139 115 0
140 79 0
141 88 1
142 95 0
143 91 3
144 97 1
145 100 1
146 105 0
147 112 1
148 10 1
149 11 0
150 1 1
151 14 0
152 17 0
153 26 2
154 79 3
155 28 0
156 1 2
157 1 0
158 13 3
159 21 2
160 67 3
161 73 0
162 85 0
163 86 2
164 11 2
165 21 0
166 6 2
167 20 0
168 27 0
169 37 1
170 46 0
171 39 0
172 28 1
173 13 0
174 43 3
175 49 0
176 50 0
177 51 0
178 52 1
179 60 0
180 58 1
181 81 2
182 93 0
183 97 3
184 103 0
185 104 0
186 106 1
187 109 0
188 116 0
189 57 0
190 62 0
191 103 3
192 73 1
193 84 0
194 91 0
195 111 2
196 117 0
