// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 3 3 5
SQRT 3 3 6
actual latency 147
0 36 4
1 3 0
2 13 1
3 4 1
4 11 2
5 16 1
6 19 1
7 31 6
8 13 7
9 6 2
10 10 1
11 13 6
12 22 1
13 26 2
14 49 1
15 52 1
16 64 1
17 2 0
18 1 0
19 1 6
20 7 1
21 10 0
22 11 0
23 13 5
24 1 7
25 1 5
26 1 1
27 4 0
28 7 5
29 16 2
30 21 2
31 31 5
32 37 6
33 21 4
34 43 5
35 67 6
36 12 0
37 14 0
38 55 5
39 73 5
40 81 2
41 86 7
42 61 7
43 85 6
44 124 1
45 22 0
46 121 1
47 124 2
48 133 1
49 142 1
50 46 1
51 16 4
52 11 3
53 43 1
54 46 0
55 49 2
56 54 2
57 17 0
58 67 1
59 6 4
60 37 7
61 70 3
62 75 0
63 76 0
64 79 5
65 85 3
66 49 5
67 31 3
68 16 3
69 26 4
70 79 1
71 82 0
72 85 5
73 15 0
74 37 1
75 31 1
76 40 1
77 43 7
78 55 6
79 100 1
80 103 3
81 108 0
82 21 0
83 36 3
84 90 3
85 36 2
86 41 0
87 109 5
88 118 0
89 136 1
90 145 1
91 73 7
92 79 4
93 127 1
94 79 7
95 85 4
96 130 1
97 139 1
98 142 0
99 97 1
100 16 0
101 49 6
102 55 0
103 56 3
104 103 1
105 112 1
106 31 4
107 109 1
108 106 1
109 109 0
110 112 0
111 113 0
112 114 0
113 115 0
114 116 0
115 9 0
116 8 0
117 25 1
118 34 1
119 41 2
120 76 1
121 79 3
122 25 5
123 1 4
124 1 2
125 7 6
126 19 7
127 43 6
128 49 3
129 88 1
130 91 4
131 91 1
132 95 3
133 117 0
134 19 0
135 20 0
136 115 1
137 118 3
138 123 6
139 129 0
140 94 1
141 97 4
142 102 2
143 61 5
144 67 2
145 117 2
146 122 0
147 123 7
148 11 4
149 7 0
150 6 3
151 28 1
152 31 0
153 37 5
154 49 7
155 61 1
156 19 5
157 1 3
158 19 6
159 31 7
160 67 5
161 74 0
162 77 0
163 79 6
164 25 6
165 5 0
166 7 7
167 13 0
168 21 3
169 31 2
170 73 1
171 55 1
172 26 3
173 6 0
174 25 7
175 58 1
176 70 1
177 73 0
178 76 2
179 82 1
180 55 7
181 73 6
182 85 0
183 67 7
184 78 0
185 86 0
186 87 2
187 92 0
188 93 2
189 18 0
190 85 1
191 91 5
192 61 6
193 118 1
194 121 0
195 122 5
196 128 3
