// The next line is the dfg name
interpolate_aux_dfg__12_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 2 2 5
SQRT 2 2 6
actual latency 65
0 51 0
1 11 3
2 41 0
3 42 0
4 52 0
5 53 0
6 11 2
7 20 0
8 34 1
9 40 1
10 43 0
11 46 0
12 1 5
13 22 0
14 23 0
15 24 0
16 31 1
17 34 0
18 47 0
19 48 0
20 55 1
21 49 1
22 39 0
23 7 5
24 40 4
25 52 1
26 58 0
27 30 0
28 12 0
29 22 1
30 25 0
31 31 3
32 37 1
33 6 3
34 3 0
35 1 2
36 7 4
37 13 0
38 16 1
39 13 1
40 5 0
41 4 1
42 7 0
43 16 0
44 19 5
45 25 1
46 28 1
47 40 0
48 25 5
49 49 0
50 16 3
51 50 0
52 58 1
53 61 0
54 33 0
55 15 0
56 17 0
57 18 0
58 35 0
59 36 2
60 6 0
61 1 0
62 2 0
63 6 2
64 13 4
65 19 0
66 26 0
67 8 0
68 9 0
69 19 1
70 27 0
71 28 0
72 29 0
73 30 2
74 43 1
75 61 1
76 54 0
77 55 0
78 56 0
79 64 0
80 65 0
81 11 0
82 1 1
83 4 0
84 7 1
85 13 5
86 19 4
87 36 0
88 1 4
89 31 0
90 32 0
91 37 0
92 38 0
93 10 0
94 1 3
95 10 1
96 14 0
97 16 2
98 21 0
99 39 3
100 44 0
101 45 0
102 57 0
103 25 4
104 46 1
105 49 2
106 59 0
107 60 0
