// The next line is the dfg name
random7_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 3 3 1
MUL 8 8 3
DIV 14 14 5
SQRT 17 17 6
actual latency 209
0 1 11
1 6 5
2 12 10
3 6 18
4 17 31
5 32 33
6 159 9
7 13 1
8 32 34
9 11 7
10 50 1
11 11 18
12 14 33
13 9 0
14 20 8
15 158 7
16 27 39
17 20 35
18 20 1
19 20 15
20 20 34
21 24 14
22 28 1
23 158 6
24 49 20
25 105 1
26 161 23
27 106 1
28 106 11
29 106 0
30 107 6
31 106 32
32 25 15
33 25 2
34 27 10
35 25 3
36 25 16
37 107 8
38 107 1
39 6 4
40 108 9
41 24 20
42 112 28
43 54 1
44 114 1
45 123 4
46 120 1
47 110 25
48 112 1
49 110 2
50 110 41
51 122 38
52 124 14
53 161 27
54 171 33
55 161 2
56 161 6
57 171 34
58 108 19
59 109 12
60 108 10
61 132 4
62 135 25
63 135 39
64 141 5
65 142 1
66 141 18
67 142 0
68 141 2
69 141 26
70 141 25
71 147 36
72 170 31
73 167 40
74 167 28
75 167 11
76 169 3
77 167 27
78 167 21
79 118 2
80 137 6
81 111 27
82 122 39
83 111 2
84 112 2
85 115 3
86 111 11
87 120 34
88 161 11
89 114 34
90 114 5
91 114 21
92 162 5
93 91 3
94 107 2
95 29 14
96 29 2
97 32 0
98 167 1
99 29 22
100 152 31
101 114 9
102 34 13
103 122 7
104 170 8
105 165 13
106 171 10
107 172 3
108 166 2
109 172 35
110 161 19
111 149 12
112 126 10
113 114 0
114 144 20
115 114 4
116 114 20
117 115 31
118 117 1
119 122 36
120 122 37
121 114 10
122 183 5
123 149 21
124 147 25
125 177 5
126 30 15
127 31 25
128 30 5
129 32 1
130 134 8
131 31 1
132 166 39
133 186 1
134 186 4
135 186 35
136 186 2
137 186 5
138 187 0
139 186 36
140 187 1
141 116 36
142 116 41
143 116 25
144 116 26
145 192 35
146 192 36
147 125 8
148 23 7
149 16 17
150 144 5
151 154 23
152 15 10
153 17 7
154 16 1
155 15 2
156 123 19
157 162 0
158 180 36
159 180 12
160 113 8
161 14 0
162 14 7
163 109 23
164 108 2
165 108 4
166 108 5
167 108 34
168 108 35
169 109 24
170 114 14
171 117 27
172 119 23
173 119 24
174 121 18
175 131 7
176 109 22
177 127 3
178 109 2
179 111 10
180 109 0
181 150 4
182 149 28
183 150 15
184 150 0
185 17 30
186 173 28
187 175 2
188 173 27
189 173 0
190 173 1
191 173 38
192 175 3
193 175 1
194 94 24
195 94 0
196 99 24
197 176 0
198 129 23
199 129 24
200 128 6
201 128 0
202 128 7
203 128 1
204 143 40
205 143 41
206 143 19
207 147 35
208 178 32
209 186 34
210 27 40
211 34 21
212 34 22
213 21 37
214 137 8
215 23 0
216 129 21
217 176 7
218 172 36
219 172 0
220 172 11
221 176 8
222 180 5
223 172 1
224 172 37
225 183 15
226 183 25
227 183 26
228 183 16
229 183 17
230 184 1
231 28 2
232 192 34
233 184 3
234 147 9
235 147 4
236 155 40
237 154 12
238 154 13
239 147 10
240 155 41
241 192 0
242 34 1
243 110 1
244 110 38
245 114 22
246 114 23
247 114 24
248 110 39
249 110 40
250 176 15
251 176 6
252 176 29
253 140 7
254 140 15
255 140 8
256 141 9
257 141 10
258 153 38
259 153 39
260 142 3
261 129 22
262 129 36
263 130 0
264 118 28
265 174 1
266 174 5
267 174 2
268 175 0
269 174 10
270 174 40
271 174 9
272 174 20
273 173 6
274 121 0
275 144 22
276 124 13
277 121 1
278 121 2
279 173 19
280 173 2
281 173 7
282 173 8
283 175 13
284 143 7
285 198 0
286 198 31
287 198 28
288 198 1
289 198 5
290 198 13
291 198 12
292 198 6
293 198 7
294 170 7
295 189 4
296 179 27
297 117 2
298 137 0
299 137 27
300 139 20
301 137 1
302 139 21
303 137 28
304 137 2
305 137 40
306 177 24
307 177 11
308 177 4
309 177 31
310 177 23
311 189 25
312 179 28
313 179 6
314 179 0
315 179 7
316 179 1
317 179 33
318 179 8
319 180 4
320 185 0
321 185 1
322 185 6
323 185 2
324 185 7
325 152 1
326 152 2
327 151 3
328 143 8
329 144 12
330 143 1
331 144 13
332 143 6
333 28 3
334 118 32
335 122 8
336 124 12
337 204 3
338 204 5
339 204 27
340 204 28
341 126 11
342 126 4
343 126 0
344 126 17
345 126 5
346 34 14
347 166 0
348 146 18
349 177 16
350 173 39
351 174 0
352 174 4
353 168 4
354 168 5
355 177 17
356 177 18
357 177 21
358 177 25
359 177 26
360 177 22
361 177 0
362 177 1
363 177 30
364 122 2
365 29 23
366 29 1
367 26 34
368 26 35
369 26 36
370 182 29
371 182 0
372 203 4
373 110 15
374 110 16
375 110 36
376 111 9
377 110 37
378 182 1
379 182 38
380 182 2
381 182 11
382 182 6
383 182 39
384 184 2
385 183 0
386 182 13
387 188 13
388 185 12
389 159 34
390 149 22
391 146 17
392 184 0
393 150 2
394 150 16
395 151 0
396 151 1
397 149 41
398 151 11
399 1 3
400 4 0
401 4 12
402 4 28
403 4 29
404 4 13
405 4 27
406 4 14
407 4 3
