// The next line is the dfg name
random7_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 8 8 1
MUL 9 9 3
DIV 9 9 5
SQRT 9 9 6
actual latency 151
0 1 2
1 2 5
2 3 5
3 2 2
4 3 15
5 3 31
6 148 5
7 148 6
8 3 18
9 131 6
10 3 1
11 3 14
12 3 28
13 143 0
14 114 2
15 9 1
16 110 25
17 105 24
18 120 4
19 66 14
20 9 22
21 9 6
22 95 3
23 14 2
24 14 11
25 4 2
26 17 9
27 5 2
28 5 10
29 5 5
30 8 5
31 6 16
32 93 16
33 69 2
34 107 2
35 99 5
36 107 3
37 10 5
38 6 7
39 2 6
40 7 5
41 9 12
42 88 19
43 73 3
44 11 7
45 137 3
46 9 3
47 124 32
48 143 5
49 137 4
50 117 31
51 124 22
52 118 8
53 11 9
54 102 15
55 10 1
56 115 1
57 100 32
58 9 14
59 92 6
60 6 5
61 6 3
62 8 18
63 120 23
64 83 6
65 13 7
66 95 9
67 70 7
68 93 1
69 75 14
70 15 15
71 89 34
72 89 9
73 15 23
74 93 12
75 14 10
76 101 7
77 14 27
78 72 14
79 8 2
80 93 3
81 81 17
82 126 14
83 132 1
84 8 4
85 132 2
86 8 11
87 99 31
88 71 6
89 129 31
90 132 3
91 132 4
92 12 4
93 71 0
94 12 1
95 99 6
96 107 4
97 77 5
98 72 5
99 110 9
100 108 14
101 125 2
102 89 10
103 130 0
104 107 5
105 13 4
106 13 2
107 13 5
108 107 6
109 149 14
110 84 12
111 78 15
112 78 4
113 115 2
114 12 15
115 115 3
116 102 16
117 108 18
118 64 5
119 114 22
120 115 23
121 125 3
122 8 0
123 75 16
124 63 30
125 14 6
126 103 8
127 108 19
128 115 4
129 84 2
130 10 6
131 110 6
132 56 26
133 120 5
134 120 6
135 9 21
136 120 7
137 121 1
138 121 2
139 107 33
140 121 3
141 70 23
142 101 33
143 122 26
144 11 34
145 84 21
146 75 30
147 17 3
148 115 5
149 4 8
150 77 1
151 75 15
152 141 2
153 141 3
154 77 3
155 141 4
156 75 12
157 149 0
158 75 31
159 95 4
160 144 5
161 141 5
162 141 6
163 89 11
164 13 3
165 102 0
166 102 1
167 14 26
168 82 32
169 90 12
170 102 2
171 96 17
172 107 7
173 95 10
174 108 1
175 93 0
176 79 8
177 99 3
178 14 4
179 95 5
180 95 6
181 102 3
182 83 33
183 90 13
184 102 4
185 125 34
186 57 29
187 20 5
188 21 15
189 61 7
190 62 2
191 57 30
192 20 4
193 20 7
194 72 3
195 102 5
196 90 14
197 69 0
198 68 9
199 68 10
200 73 4
201 73 5
202 73 6
203 18 5
204 89 20
205 83 34
206 71 7
207 86 26
208 94 20
209 123 31
210 113 33
211 132 5
212 114 15
213 123 29
214 8 6
215 131 2
216 78 12
217 17 4
218 69 28
219 78 5
220 17 5
221 17 6
222 17 0
223 61 4
224 70 24
225 64 6
226 64 20
227 55 24
228 73 7
229 68 11
230 64 7
231 129 4
232 20 10
233 135 0
234 139 1
235 124 7
236 120 13
237 120 14
238 139 2
239 139 3
240 125 24
241 129 2
242 102 6
243 132 6
244 120 24
245 114 16
246 115 8
247 116 9
248 120 25
249 113 34
250 59 11
251 58 7
252 58 18
253 125 4
254 125 5
255 125 6
256 125 7
257 126 1
258 111 31
259 115 24
260 126 2
261 65 5
262 64 32
