// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 2 2 5
SQRT 2 2 6
actual latency 161
0 66 2
1 3 0
2 13 1
3 4 1
4 11 2
5 16 1
6 19 1
7 49 4
8 25 4
9 6 3
10 10 1
11 19 4
12 25 1
13 31 3
14 49 1
15 55 1
16 64 1
17 2 0
18 1 0
19 1 5
20 7 1
21 10 0
22 11 0
23 13 4
24 7 4
25 1 4
26 1 1
27 4 0
28 7 5
29 16 2
30 21 2
31 31 5
32 55 5
33 26 3
34 61 4
35 85 4
36 12 0
37 13 0
38 85 5
39 115 4
40 122 3
41 145 4
42 109 4
43 133 4
44 141 1
45 21 0
46 121 1
47 124 2
48 147 1
49 156 1
50 46 1
51 36 2
52 21 3
53 43 1
54 46 0
55 51 3
56 56 2
57 16 0
58 67 1
59 16 3
60 61 5
61 70 3
62 75 0
63 76 0
64 103 5
65 109 3
66 73 4
67 46 2
68 36 3
69 46 3
70 79 1
71 82 0
72 97 5
73 14 0
74 37 1
75 31 1
76 40 1
77 67 5
78 91 4
79 100 1
80 107 2
81 118 0
82 20 0
83 61 3
84 114 2
85 61 2
86 66 0
87 139 4
88 145 0
89 150 1
90 159 1
91 127 4
92 133 3
93 138 1
94 127 5
95 135 2
96 144 1
97 153 1
98 156 0
99 97 1
100 15 0
101 73 5
102 79 0
103 81 3
104 103 1
105 112 1
106 56 3
107 109 1
108 106 1
109 109 0
110 112 0
111 113 0
112 114 0
113 115 0
114 116 0
115 9 0
116 8 0
117 22 1
118 34 1
119 41 3
120 76 1
121 79 2
122 37 4
123 6 2
124 1 2
125 13 5
126 37 5
127 67 4
128 73 2
129 88 1
130 91 2
131 91 1
132 94 3
133 117 0
134 18 0
135 19 0
136 115 1
137 119 2
138 139 5
139 146 0
140 94 1
141 97 2
142 102 2
143 97 4
144 103 3
145 117 3
146 122 0
147 145 5
148 26 2
149 7 0
150 11 3
151 28 1
152 31 0
153 55 4
154 79 5
155 61 1
156 31 4
157 1 3
158 25 5
159 49 5
160 79 4
161 85 0
162 86 0
163 109 5
164 43 4
165 5 0
166 19 5
167 25 0
168 31 2
169 51 2
170 73 1
171 52 1
172 41 2
173 6 0
174 43 5
175 58 1
176 70 1
177 73 0
178 76 3
179 82 1
180 91 5
181 121 5
182 128 0
183 121 4
184 127 0
185 129 0
186 130 2
187 135 0
188 138 3
189 17 0
190 85 1
191 115 5
192 103 4
193 118 1
194 121 0
195 133 5
196 140 2
