DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.372917,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.597917,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,46,12,FAIL,4,1.78575,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,3.9455,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,56,17,FAIL,4,9.18088,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,5.29713,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,93,54,FAIL,4,38.9441,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,98,59,FAIL,6,112.567,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,162,101,FAIL,4,258.033,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,175,112,FAIL,4,362.439,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,178,93,FAIL,6,595.246,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,267,182,FAIL,7,2236.65,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,97,16,FAIL,4,25.7285,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,89,44,FAIL,4,48.3816,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,179,82,FAIL,4,302.609,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,204,128,FAIL,4,486.741,CHECKER_PASS
random1_4type_uniform,91,179,88,FAIL,15,2497.46,CHECKER_PASS
random2_4type_uniform,85,175,90,FAIL,15,2174.47,CHECKER_PASS
random3_4type_uniform,109,227,118,FAIL,15,3563.7,CHECKER_PASS
random4_4type_uniform,81,161,80,FAIL,25,2278.99,CHECKER_PASS
random5_4type_uniform,88,167,79,FAIL,30,3288.84,CHECKER_PASS
random6_4type_uniform,91,186,95,FAIL,42,3990.07,CHECKER_PASS
random7_4type_uniform,99,209,110,FAIL,42,4903.39,CHECKER_PASS
