DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.28075,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.113416,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.185333,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.708333,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.859042,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.84125,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,8.65058,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,43.4938,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,70,36,FAIL,4,22.6613,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,19.9972,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,127,72,FAIL,4,89.8978,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,204,135,FAIL,4,493.306,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,4.30887,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,40,9,FAIL,4,4.89742,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,82,15,FAIL,4,41.2515,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,82,30,FAIL,4,50.1549,CHECKER_PASS
random1_4type_invdelay,60,125,65,FAIL,12,541.186,CHECKER_PASS
random2_4type_invdelay,63,128,65,FAIL,12,515.829,CHECKER_PASS
random3_4type_invdelay,70,126,56,FAIL,16,695.812,CHECKER_PASS
random4_4type_invdelay,54,111,57,FAIL,23,551.22,CHECKER_PASS
random5_4type_invdelay,67,146,79,FAIL,23,1166.44,CHECKER_PASS
random6_4type_invdelay,61,124,63,FAIL,38,2700.42,CHECKER_PASS
random7_4type_invdelay,72,151,79,FAIL,35,3651.81,CHECKER_PASS
