DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.298042,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.209542,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.482792,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.1075,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,2.72487,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.5755,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,85,46,FAIL,4,10.5013,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,84,45,FAIL,6,33.1897,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,162,101,FAIL,4,93.9829,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,168,105,FAIL,4,106.241,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,161,76,FAIL,6,203.914,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,249,164,FAIL,7,1097.46,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,13.7047,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,87,42,FAIL,4,17.5602,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,107.601,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,204,128,FAIL,4,178.982,CHECKER_PASS
random1_4type_uniform,91,166,75,FAIL,15,1072.07,CHECKER_PASS
random2_4type_uniform,85,162,77,FAIL,15,1181.5,CHECKER_PASS
random3_4type_uniform,109,208,99,FAIL,15,1746.1,CHECKER_PASS
random4_4type_uniform,81,153,72,FAIL,25,1114.69,CHECKER_PASS
random5_4type_uniform,88,158,70,FAIL,30,1752.37,CHECKER_PASS
random6_4type_uniform,91,176,85,FAIL,42,2966.54,CHECKER_PASS
random7_4type_uniform,99,194,95,FAIL,42,4103.68,CHECKER_PASS
