DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.124167,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.051375,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.041042,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,0.063333,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,0.093333,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,0.105083,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,65,26,FAIL,5,0.182417,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,78,39,FAIL,7,0.561084,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,84,23,FAIL,6,0.516834,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,86,23,FAIL,6,0.520708,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,153,68,FAIL,6,2.37954,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,140,55,FAIL,10,4.46867,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,0.255375,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,70,25,FAIL,5,0.230541,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,1.02633,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,102,26,FAIL,6,0.803292,CHECKER_PASS
random1_4type_uniform,91,159,68,FAIL,20,21.1964,CHECKER_PASS
random2_4type_uniform,85,158,73,FAIL,21,16.8179,CHECKER_PASS
random3_4type_uniform,109,203,94,FAIL,20,32.4353,CHECKER_PASS
random4_4type_uniform,81,123,42,FAIL,34,25.1547,CHECKER_PASS
random5_4type_uniform,88,153,65,FAIL,40,44.7486,CHECKER_PASS
random6_4type_uniform,91,131,40,FAIL,57,67.0118,CHECKER_PASS
random7_4type_uniform,99,143,44,FAIL,57,83.0984,CHECKER_PASS
