DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.387542,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.313833,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.230834,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.570375,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.830167,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.987792,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,2.9515,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,37,9,FAIL,8,6.89983,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,65,31,FAIL,6,13.8918,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,57.5644,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,68,13,FAIL,8,32.5126,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,106,37,FAIL,8,133.969,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,4.2625,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,40,9,FAIL,4,4.36604,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,82,15,FAIL,4,28.1865,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,82,30,FAIL,4,31.539,CHECKER_PASS
random1_4type_invdelay,60,96,36,FAIL,16,262.506,CHECKER_PASS
random2_4type_invdelay,63,96,33,FAIL,16,549.08,CHECKER_PASS
random3_4type_invdelay,70,102,32,FAIL,20,763.322,CHECKER_PASS
random4_4type_invdelay,54,82,28,FAIL,31,277.256,CHECKER_PASS
random5_4type_invdelay,67,105,38,FAIL,31,627.02,CHECKER_PASS
random6_4type_invdelay,61,88,27,FAIL,54,674.676,CHECKER_PASS
random7_4type_invdelay,72,112,40,FAIL,47,983.082,CHECKER_PASS
