// The next line is the dfg name
matmul_dfg__3_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 2 2 3
DIV 2 2 5
SQRT 2 2 6
actual latency 39
0 1 2
1 4 0
2 7 2
3 13 6
4 1 0
5 7 6
6 13 0
7 14 0
8 1 4
9 6 0
10 7 0
11 10 2
12 5 0
13 8 0
14 11 5
15 16 1
16 5 1
17 8 1
18 10 3
19 19 2
20 6 1
21 9 0
22 10 0
23 16 4
24 22 0
25 7 1
26 9 1
27 10 1
28 13 7
29 26 4
30 1 3
31 12 0
32 19 7
33 28 2
34 31 0
35 17 0
36 25 7
37 31 1
38 33 0
39 1 1
40 6 4
41 11 0
42 19 0
43 2 0
44 3 0
45 4 1
46 15 0
47 25 6
48 2 1
49 3 1
50 7 7
51 14 1
52 31 2
53 12 1
54 13 1
55 16 2
56 19 1
57 34 4
58 4 2
59 26 5
60 32 0
61 39 0
62 1 7
63 11 4
64 16 3
65 20 0
66 1 5
67 13 2
68 16 0
69 22 2
70 25 3
71 18 0
72 20 1
73 21 0
74 22 1
75 29 0
76 6 5
77 15 1
78 17 1
79 31 6
80 37 0
81 4 3
82 22 3
83 28 3
84 38 0
85 11 1
86 13 3
87 21 4
88 26 1
89 19 6
90 25 0
91 26 0
92 27 0
93 28 0
94 1 6
95 7 3
96 16 5
97 21 5
98 29 1
99 19 3
100 25 2
101 28 1
102 30 0
103 32 1
104 18 1
105 21 1
106 23 0
107 33 1
108 23 1
