// The next line is the dfg name
matmul_dfg__3_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 2 2 3
DIV 2 2 5
SQRT 2 2 6
actual latency 39
0 1 2
1 4 0
2 7 2
3 13 6
4 1 0
5 7 6
6 13 0
7 14 0
8 1 4
9 6 0
10 7 0
11 10 2
12 5 0
13 6 1
14 11 4
15 16 0
16 10 1
17 11 1
18 13 2
19 19 2
20 8 1
21 9 0
22 10 0
23 16 4
24 22 0
25 5 1
26 7 1
27 8 0
28 13 7
29 26 4
30 1 3
31 9 1
32 19 6
33 25 3
34 31 1
35 16 1
36 31 6
37 37 0
38 38 0
39 1 1
40 6 4
41 11 0
42 19 0
43 2 0
44 3 0
45 4 1
46 15 0
47 25 6
48 2 1
49 3 1
50 7 7
51 13 1
52 31 2
53 15 1
54 17 0
55 19 3
56 22 1
57 34 4
58 4 2
59 26 5
60 32 0
61 39 0
62 1 7
63 16 5
64 22 2
65 25 0
66 6 5
67 16 2
68 19 1
69 22 3
70 28 2
71 17 1
72 18 0
73 20 0
74 21 0
75 31 0
76 1 5
77 12 0
78 14 1
79 25 7
80 32 1
81 4 3
82 16 3
83 28 3
84 33 0
85 12 1
86 13 3
87 21 4
88 26 1
89 19 7
90 25 1
91 26 0
92 27 0
93 28 0
94 1 6
95 7 3
96 11 5
97 21 5
98 29 0
99 10 3
100 25 2
101 28 1
102 29 1
103 30 0
104 18 1
105 20 1
106 21 1
107 33 1
108 23 0
