// The next line is the dfg name
jpeg_fdct_islow_dfg__6_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 2 2 3
DIV 3 3 5
SQRT 3 3 6
actual latency 72
0 1 6
1 7 1
2 11 3
3 1 2
4 4 1
5 10 0
6 16 3
7 1 8
8 9 0
9 11 4
10 4 0
11 10 1
12 13 8
13 19 1
14 1 7
15 7 0
16 8 0
17 1 5
18 7 6
19 13 1
20 16 0
21 16 5
22 21 0
23 22 0
24 2 0
25 7 8
26 16 4
27 26 3
28 1 1
29 7 7
30 13 2
31 1 4
32 6 4
33 13 7
34 19 0
35 6 0
36 11 0
37 19 7
38 4 2
39 11 5
40 16 2
41 25 7
42 1 0
43 3 0
44 7 2
45 1 3
46 6 3
47 13 6
48 19 6
49 6 5
50 16 1
51 21 3
52 5 0
53 10 2
54 13 0
55 26 2
56 27 0
57 25 0
58 25 8
59 25 6
60 35 1
61 49 8
62 61 1
63 22 2
64 61 7
65 67 3
66 31 5
67 36 4
68 43 7
69 55 8
70 61 6
71 67 0
72 31 0
73 36 3
74 31 7
75 41 3
76 46 2
77 49 7
78 41 4
79 46 4
80 55 4
81 34 2
82 43 8
83 49 0
84 51 3
85 12 0
86 21 5
87 58 1
88 31 3
89 32 1
90 31 2
91 32 0
92 37 6
93 43 0
94 29 1
95 31 6
96 31 4
97 26 4
98 41 0
99 35 0
100 37 7
101 36 5
102 44 1
103 46 3
104 42 5
105 47 5
106 55 6
107 61 0
108 19 2
109 31 8
110 62 0
111 37 2
112 51 1
113 54 0
114 55 2
115 22 1
116 26 5
117 58 2
118 37 8
119 49 6
120 55 1
121 58 0
122 21 4
123 26 0
124 59 0
125 43 6
126 55 7
127 61 3
128 66 1
129 19 8
130 25 1
131 69 0
132 61 8
133 67 6
