// The next line is the dfg name
collapse_pyr_dfg__113_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 2 2 5
SQRT 3 3 6
actual latency 59
0 1 0
1 2 6
2 8 6
3 14 1
4 17 1
5 1 3
6 1 1
7 4 1
8 7 0
9 14 6
10 26 1
11 35 1
12 1 4
13 16 3
14 41 1
15 44 2
16 49 4
17 55 2
18 1 2
19 8 0
20 20 6
21 26 4
22 32 2
23 38 1
24 6 3
25 6 2
26 11 0
27 12 0
28 13 5
29 20 1
30 23 0
31 6 0
32 11 2
33 19 4
34 25 0
35 26 0
36 27 0
37 1 5
38 7 5
39 16 2
40 21 2
41 11 1
42 26 2
43 32 1
44 7 1
45 11 3
46 16 0
47 19 5
48 28 0
49 29 1
50 7 4
51 13 4
52 23 1
53 29 0
54 30 3
55 35 0
