// The next line is the dfg name
interpolate_aux_dfg__12_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 2 2 3
DIV 3 3 5
SQRT 3 3 6
actual latency 34
0 27 1
1 6 6
2 22 1
3 23 1
4 28 1
5 29 0
6 6 5
7 14 1
8 10 3
9 16 3
10 20 1
11 21 0
12 1 8
13 15 0
14 15 1
15 16 1
16 19 3
17 22 0
18 23 0
19 24 0
20 31 2
21 25 3
22 17 1
23 1 9
24 19 7
25 28 3
26 34 0
27 8 1
28 6 1
29 10 2
30 14 0
31 16 4
32 22 3
33 1 6
34 2 0
35 1 4
36 7 7
37 13 0
38 16 2
39 4 3
40 3 0
41 1 3
42 4 0
43 7 0
44 13 9
45 19 2
46 22 2
47 25 0
48 19 8
49 18 1
50 11 5
51 21 1
52 25 2
53 28 0
54 11 1
55 7 1
56 8 0
57 9 0
58 12 0
59 13 6
60 3 1
61 1 0
62 1 1
63 6 4
64 13 8
65 19 0
66 9 1
67 4 1
68 5 0
69 7 3
70 10 1
71 11 0
72 20 0
73 21 4
74 28 2
75 13 3
76 24 1
77 26 1
78 27 0
79 29 1
80 31 0
81 6 0
82 1 2
83 2 1
84 4 2
85 7 8
86 13 7
87 17 0
88 1 7
89 12 1
90 13 1
91 18 0
92 19 1
93 5 1
94 1 5
95 7 2
96 10 0
97 11 4
98 16 0
99 20 6
100 25 1
101 26 0
102 30 0
103 7 9
104 13 2
105 16 5
106 31 1
107 32 0
