// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 3 3 1
MUL 3 3 3
DIV 3 3 5
SQRT 3 3 6
actual latency 47
0 27 2
1 9 1
2 7 2
3 6 0
4 7 3
5 10 0
6 11 0
7 16 7
8 19 10
9 10 5
10 6 1
11 11 7
12 16 1
13 26 3
14 29 0
15 30 0
16 31 1
17 1 2
18 1 1
19 1 9
20 7 0
21 8 0
22 9 0
23 13 9
24 1 11
25 1 10
26 2 0
27 3 0
28 11 6
29 16 0
30 17 0
31 19 9
32 25 10
33 8 2
34 11 8
35 37 9
36 17 2
37 18 1
38 31 7
39 43 4
40 46 0
41 47 0
42 21 7
43 26 7
44 31 2
45 27 0
46 28 0
47 32 5
48 35 0
49 36 0
50 11 2
51 11 1
52 4 5
53 9 2
54 12 0
55 13 3
56 16 4
57 15 2
58 15 1
59 1 5
60 19 11
61 26 4
62 29 1
63 30 1
64 31 6
65 36 4
66 6 7
67 10 4
68 7 5
69 10 2
70 13 2
71 14 1
72 16 8
73 12 1
74 4 2
75 4 1
76 5 1
77 13 10
78 21 6
79 26 0
80 27 5
81 30 2
82 22 2
83 23 4
84 39 3
85 13 5
86 20 0
87 31 8
88 42 0
89 43 1
90 44 0
91 26 6
92 31 4
93 34 1
94 26 8
95 32 1
96 39 1
97 40 0
98 41 2
99 21 2
100 19 2
101 6 8
102 18 2
103 20 5
104 23 0
105 24 0
106 19 4
107 21 0
108 20 2
109 21 1
110 22 1
111 23 1
112 24 1
113 25 0
114 26 1
115 19 1
116 18 0
117 16 2
118 17 1
119 19 3
120 22 0
121 23 3
122 7 4
123 3 2
124 2 2
125 4 3
126 7 11
127 25 11
128 31 3
129 34 0
130 35 3
131 25 1
132 26 2
133 27 1
134 24 2
135 25 2
136 38 0
137 39 0
138 40 5
139 43 2
140 23 2
141 24 5
142 38 2
143 31 9
144 37 5
145 40 4
146 43 0
147 44 5
148 1 4
149 2 1
150 1 3
151 4 0
152 5 0
153 6 6
154 13 11
155 5 2
156 1 6
157 1 0
158 7 9
159 16 6
160 25 9
161 31 0
162 32 0
163 36 6
164 1 8
165 7 1
166 1 7
167 6 2
168 8 1
169 10 3
170 13 1
171 10 1
172 4 4
173 3 1
174 7 10
175 13 0
176 14 0
177 15 0
178 16 3
179 19 0
180 13 4
181 21 8
182 41 1
183 31 11
184 37 0
185 38 1
186 42 3
187 45 0
188 46 1
189 12 2
190 14 2
191 31 10
192 16 5
193 20 1
194 41 0
195 42 6
196 47 1
