// The next line is the dfg name
idctcol_dfg__3_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 2 2 5
SQRT 2 2 6
actual latency 107
0 2 0
1 7 5
2 13 4
3 19 0
4 26 3
5 1 1
6 4 0
7 16 1
8 1 5
9 22 1
10 25 0
11 4 1
12 19 1
13 25 1
14 1 3
15 7 1
16 11 2
17 6 3
18 21 3
19 26 5
20 10 1
21 21 2
22 28 1
23 31 4
24 31 0
25 13 5
26 26 2
27 32 0
28 11 3
29 38 5
30 44 5
31 5 0
32 43 4
33 49 3
34 32 3
35 32 2
36 32 5
37 31 1
38 62 5
39 54 2
40 50 1
41 50 0
42 37 2
43 42 2
44 49 4
45 55 1
46 37 4
47 43 0
48 44 1
49 47 2
50 80 1
51 83 0
52 84 3
53 92 1
54 95 0
55 16 2
56 37 1
57 96 5
58 58 3
59 67 4
60 73 0
61 74 1
62 77 0
63 7 4
64 13 1
65 78 0
66 52 0
67 55 4
68 62 1
69 68 1
70 71 1
71 1 2
72 6 0
73 74 0
74 61 4
75 68 5
76 74 5
77 80 2
78 85 0
79 19 4
80 25 4
81 89 1
82 59 2
83 64 2
84 73 4
85 83 1
86 89 3
87 3 0
88 16 3
89 94 2
90 56 5
91 77 1
92 80 5
93 86 1
94 89 0
95 1 0
96 6 2
97 90 0
98 58 0
99 59 1
100 62 0
101 63 0
102 65 1
103 1 4
104 7 0
105 68 0
106 79 4
107 85 2
108 91 0
109 92 4
110 98 3
111 34 1
112 50 5
113 103 2
