// The next line is the dfg name
interpolate_aux_dfg__12_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 2 2 3
DIV 3 3 5
SQRT 3 3 6
actual latency 58
0 12 0
1 19 6
2 5 0
3 25 1
4 31 2
5 34 0
6 13 8
7 2 0
8 6 5
9 11 5
10 19 0
11 21 4
12 13 7
13 3 0
14 7 1
15 10 2
16 21 3
17 28 2
18 31 0
19 32 0
20 35 5
21 26 4
22 6 0
23 19 7
24 31 8
25 40 5
26 45 5
27 10 0
28 8 0
29 16 3
30 21 0
31 37 7
32 43 3
33 7 7
34 1 5
35 1 6
36 7 8
37 22 1
38 26 3
39 11 3
40 4 1
41 6 3
42 13 1
43 16 1
44 25 7
45 31 3
46 36 3
47 48 0
48 37 8
49 13 0
50 25 8
51 31 4
52 43 4
53 49 2
54 4 0
55 16 2
56 19 2
57 22 0
58 23 0
59 31 6
60 1 0
61 1 3
62 1 1
63 7 6
64 13 6
65 19 1
66 4 2
67 1 4
68 1 2
69 6 4
70 13 2
71 16 0
72 22 2
73 31 7
74 43 8
75 21 5
76 25 2
77 28 1
78 34 1
79 37 4
80 49 8
81 9 0
82 11 4
83 10 1
84 16 4
85 37 6
86 49 6
87 11 0
88 19 8
89 16 5
90 25 0
91 26 0
92 27 0
93 7 2
94 1 7
95 1 8
96 7 0
97 25 6
98 31 1
99 43 7
100 49 1
101 55 1
102 34 2
103 43 6
104 26 5
105 49 7
106 55 0
107 58 0
