DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.16125,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.119084,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.229125,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.816333,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.865375,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,1.04858,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,4.089,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,93.2423,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,70,36,FAIL,4,19.5136,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,20.6152,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,127,72,FAIL,4,92.3192,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,204,135,FAIL,4,402.565,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,2.7315,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,40,9,FAIL,4,3.33921,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,82,15,FAIL,4,25.9428,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,82,30,FAIL,4,31.5626,CHECKER_PASS
random1_4type_invdelay,60,184,124,FAIL,8,636.273,CHECKER_PASS
random2_4type_invdelay,63,185,122,FAIL,8,902.748,CHECKER_PASS
random3_4type_invdelay,70,165,95,FAIL,12,723.456,CHECKER_PASS
random4_4type_invdelay,54,143,89,FAIL,16,636.592,CHECKER_PASS
random5_4type_invdelay,67,184,117,FAIL,16,1376.68,CHECKER_PASS
random6_4type_invdelay,61,157,96,FAIL,30,1625.37,CHECKER_PASS
random7_4type_invdelay,72,200,128,FAIL,27,2444.87,CHECKER_PASS
