DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.2005,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.025708,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.036958,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,0.063083,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,0.090333,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,0.104584,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,85,46,FAIL,4,0.232167,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,162,123,FAIL,4,0.859542,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,162,101,FAIL,4,0.839,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,168,105,FAIL,4,0.953166,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,300,215,FAIL,4,4.23867,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,504,419,FAIL,4,18.225,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,0.264375,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,87,42,FAIL,4,0.334917,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,1.17592,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,204,128,FAIL,4,1.97767,CHECKER_PASS
random1_4type_uniform,91,906,815,FAIL,4,86.636,CHECKER_PASS
random2_4type_uniform,85,912,827,FAIL,4,76.7064,CHECKER_PASS
random3_4type_uniform,109,1212,1103,FAIL,4,151.845,CHECKER_PASS
random4_4type_uniform,81,1362,1281,FAIL,4,213.38,CHECKER_PASS
random5_4type_uniform,88,1812,1724,FAIL,4,434.394,CHECKER_PASS
random6_4type_uniform,91,2718,2627,FAIL,4,1099.93,CHECKER_PASS
random7_4type_uniform,99,3012,2913,FAIL,4,1395.95,CHECKER_PASS
