DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.170709,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.102375,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.201292,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.603458,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.982416,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.8985,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,4.34425,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,23.5693,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,69,35,FAIL,4,27.3651,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,23.2386,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,122,67,FAIL,4,100.732,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,200,131,FAIL,4,452.437,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,3.42496,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,3.90258,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,74,7,FAIL,4,20.3511,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,33.4389,CHECKER_PASS
random1_4type_invdelay,60,362,302,FAIL,4,2569.31,CHECKER_PASS
random2_4type_invdelay,63,363,300,FAIL,4,2448.47,CHECKER_PASS
random3_4type_invdelay,70,477,407,FAIL,4,5424.05,CHECKER_PASS
random4_4type_invdelay,54,536,482,FAIL,4,7551.5,CHECKER_PASS
random5_4type_invdelay,67,712,645,FAIL,4,17413.5,CHECKER_PASS
random6_4type_invdelay,61,1068,1007,FAIL,4,57663.6,CHECKER_PASS
random7_4type_invdelay,72,1186,1114,FAIL,4,77847.4,CHECKER_PASS
