DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,12,4,FAIL,3,0.100583,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.04175,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.056042,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.133583,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.078208,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.077209,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,0.142583,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,0.531,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,68,34,FAIL,4,1.79833,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,68,25,FAIL,4,0.453167,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,119,64,FAIL,4,2.12917,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,199,130,FAIL,4,9.05692,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,0.167834,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,0.179167,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,75,8,FAIL,4,0.5745,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,1.28642,CHECKER_PASS
random1_4type_invdelay,60,362,302,FAIL,4,54.3404,CHECKER_PASS
random2_4type_invdelay,63,363,300,FAIL,4,39.7149,CHECKER_PASS
random3_4type_invdelay,70,477,407,FAIL,4,78.1117,CHECKER_PASS
random4_4type_invdelay,54,536,482,FAIL,4,103.558,CHECKER_PASS
random5_4type_invdelay,67,711,644,FAIL,4,212.336,CHECKER_PASS
random6_4type_invdelay,61,1068,1007,FAIL,4,533.394,CHECKER_PASS
random7_4type_invdelay,72,1186,1114,FAIL,4,686.567,CHECKER_PASS
