DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.401667,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.313166,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.239375,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.661458,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,25,0,PASS,6,0.774667,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,2.21042,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,30,0,PASS,7,1.89046,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,24,-4,PASS,12,5.28217,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,34,0,PASS,10,14.0379,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,39,-4,PASS,8,13.5977,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,47,-8,PASS,12,34.5148,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,73,4,FAIL,12,68.9844,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,2.86063,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,23,-8,PASS,8,1.34571,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,67,0,PASS,6,13.2796,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,46,-6,PASS,8,12.3421,CHECKER_PASS
random1_4type_invdelay,60,60,0,PASS,28,99.6533,CHECKER_PASS
random2_4type_invdelay,63,62,-1,PASS,27,99.4869,CHECKER_PASS
random3_4type_invdelay,70,66,-4,PASS,32,298.732,CHECKER_PASS
random4_4type_invdelay,54,54,0,PASS,47,172.43,CHECKER_PASS
random5_4type_invdelay,67,67,0,PASS,47,274.028,CHECKER_PASS
random6_4type_invdelay,61,61,0,PASS,78,366.207,CHECKER_PASS
random7_4type_invdelay,72,72,0,PASS,71,525.545,CHECKER_PASS
example_4type_invdelay,8,11,3,FAIL,3,0.156542,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.11975,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.234542,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.91125,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,25,0,PASS,6,0.773917,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.902792,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,30,0,PASS,7,1.90621,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,24,-4,PASS,12,5.53275,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,34,0,PASS,10,6.88267,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,39,-4,PASS,8,9.26721,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,47,-8,PASS,12,32.6445,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,73,4,FAIL,12,71.0383,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,3.06296,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,23,-8,PASS,8,1.38767,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,67,0,PASS,6,13.177,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,46,-6,PASS,8,12.0318,CHECKER_PASS
random1_4type_invdelay,60,60,0,PASS,28,98.6307,CHECKER_PASS
random2_4type_invdelay,63,62,-1,PASS,27,100.242,CHECKER_PASS
random3_4type_invdelay,70,66,-4,PASS,32,161.856,CHECKER_PASS
random4_4type_invdelay,54,54,0,PASS,47,140.141,CHECKER_PASS
random5_4type_invdelay,67,67,0,PASS,47,268.74,CHECKER_PASS
random6_4type_invdelay,61,61,0,PASS,78,371.526,CHECKER_PASS
random7_4type_invdelay,72,72,0,PASS,71,525.269,CHECKER_PASS
