DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.277041,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.216625,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.439458,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.91675,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,33,-6,PASS,6,1.13154,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,2.26196,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,35,-4,PASS,8,2.99688,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,39,0,PASS,12,17.003,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,58,-3,PASS,9,18.0757,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,60,-3,PASS,9,18.7605,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,83,-2,PASS,11,66.3924,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,85,0,PASS,16,109.75,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,65,-16,PASS,5,5.28979,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,45,0,PASS,7,3.26171,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,96,-1,PASS,6,25.747,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,72,-4,PASS,9,21.4375,CHECKER_PASS
random1_4type_uniform,91,91,0,PASS,31,195.894,CHECKER_PASS
random2_4type_uniform,85,84,-1,PASS,33,177.46,CHECKER_PASS
random3_4type_uniform,109,109,0,PASS,31,415.307,CHECKER_PASS
random4_4type_uniform,81,80,-1,PASS,52,261.046,CHECKER_PASS
random5_4type_uniform,88,86,-2,PASS,60,431.593,CHECKER_PASS
random6_4type_uniform,91,91,0,PASS,85,731.991,CHECKER_PASS
random7_4type_uniform,99,99,0,PASS,85,955.661,CHECKER_PASS
example_4type_uniform,8,6,-2,PASS,2,0.287375,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.192042,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.433583,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.05337,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,33,-6,PASS,6,1.696,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.32796,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,35,-4,PASS,8,3.14429,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,39,0,PASS,12,13.7812,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,58,-3,PASS,9,21.5266,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,60,-3,PASS,9,18.242,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,83,-2,PASS,11,66.1672,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,85,0,PASS,16,114.81,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,65,-16,PASS,5,13.2525,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,45,0,PASS,7,11.7393,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,96,-1,PASS,6,72.3854,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,72,-4,PASS,9,109.357,CHECKER_PASS
random1_4type_uniform,91,91,0,PASS,31,215.687,CHECKER_PASS
random2_4type_uniform,85,84,-1,PASS,33,189.451,CHECKER_PASS
random3_4type_uniform,109,109,0,PASS,31,428.084,CHECKER_PASS
random4_4type_uniform,81,80,-1,PASS,52,274.028,CHECKER_PASS
random5_4type_uniform,88,86,-2,PASS,60,448.423,CHECKER_PASS
random6_4type_uniform,91,91,0,PASS,85,746.358,CHECKER_PASS
random7_4type_uniform,99,99,0,PASS,85,964.517,CHECKER_PASS
