// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 2 2 3
DIV 2 2 5
SQRT 2 2 6
actual latency 67
0 47 0
1 13 0
2 12 1
3 10 0
4 13 2
5 16 1
6 17 1
7 21 4
8 25 7
9 16 3
10 10 1
11 16 5
12 23 1
13 31 2
14 34 0
15 35 0
16 36 0
17 2 0
18 1 1
19 1 6
20 7 0
21 8 0
22 9 0
23 13 6
24 7 7
25 1 7
26 2 1
27 3 0
28 11 4
29 16 0
30 17 0
31 19 6
32 37 7
33 14 0
34 21 5
35 49 7
36 27 0
37 28 0
38 51 4
39 58 2
40 61 1
41 62 1
42 31 5
43 41 5
44 46 1
45 42 1
46 45 0
47 46 2
48 49 0
49 50 0
50 20 1
51 15 0
52 7 3
53 14 1
54 18 1
55 22 3
56 25 2
57 24 1
58 24 0
59 4 2
60 31 6
61 37 2
62 40 0
63 41 0
64 46 5
65 52 2
66 11 5
67 16 2
68 10 3
69 15 1
70 19 1
71 22 0
72 26 4
73 21 1
74 8 1
75 6 1
76 7 1
77 25 6
78 31 4
79 36 1
80 38 3
81 41 1
82 33 1
83 35 3
84 55 3
85 19 3
86 29 0
87 51 5
88 60 0
89 63 0
90 64 0
91 36 4
92 41 3
93 45 1
94 41 4
95 46 0
96 55 0
97 56 0
98 57 0
99 32 1
100 28 1
101 26 5
102 31 0
103 32 3
104 35 1
105 37 1
106 28 3
107 30 1
108 30 0
109 32 0
110 33 0
111 34 1
112 38 0
113 39 0
114 40 1
115 27 1
116 26 0
117 25 1
118 26 1
119 28 2
120 31 1
121 34 2
122 10 2
123 6 0
124 4 1
125 7 2
126 19 7
127 43 6
128 49 2
129 52 0
130 55 2
131 39 1
132 43 1
133 44 1
134 42 0
135 44 0
136 58 0
137 59 0
138 60 3
139 64 1
140 38 1
141 40 2
142 58 1
143 43 7
144 49 3
145 52 3
146 59 1
147 61 2
148 1 3
149 3 1
150 1 2
151 4 0
152 5 0
153 6 4
154 37 6
155 9 1
156 1 4
157 1 0
158 7 6
159 16 4
160 31 7
161 37 0
162 43 0
163 46 4
164 6 5
165 11 0
166 1 5
167 11 1
168 12 0
169 13 3
170 18 0
171 13 1
172 4 3
173 5 1
174 13 7
175 19 0
176 20 0
177 21 0
178 22 2
179 25 0
180 19 2
181 36 5
182 51 1
183 55 6
184 61 0
185 62 0
186 63 3
187 66 0
188 67 0
189 22 1
190 23 0
191 49 6
192 25 3
193 29 1
194 51 0
195 56 4
196 63 1
