// The next line is the dfg name
random2_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 4 4 3
DIV 7 7 5
SQRT 9 9 6
actual latency 158
0 1 5
1 6 1
2 6 5
3 11 19
4 10 0
5 9 3
6 9 8
7 9 1
8 12 20
9 12 0
10 12 2
11 12 1
12 12 3
13 12 5
14 12 10
15 17 19
16 69 0
17 19 6
18 16 0
19 13 7
20 15 17
21 13 0
22 13 13
23 16 18
24 14 6
25 15 0
26 70 0
27 15 15
28 15 16
29 14 0
30 17 0
31 17 9
32 25 0
33 35 19
34 19 8
35 22 0
36 21 16
37 21 15
38 21 3
39 21 1
40 21 2
41 18 1
42 22 5
43 27 0
44 12 9
45 25 12
46 47 19
47 51 14
48 17 4
49 71 0
50 72 0
51 51 15
52 28 18
53 49 6
54 28 0
55 49 8
56 11 4
57 34 8
58 32 10
59 33 15
60 51 16
61 52 5
62 23 19
63 27 15
64 28 11
65 27 9
66 53 4
67 34 0
68 52 9
69 51 17
70 54 1
71 44 4
72 14 8
73 73 0
74 59 0
75 24 20
76 54 2
77 52 18
78 30 1
79 60 1
80 54 3
81 25 13
82 56 4
83 24 6
84 57 1
85 74 0
86 24 0
87 75 0
88 24 1
89 53 19
90 57 2
91 76 0
92 27 14
93 77 0
94 50 4
95 78 0
96 52 10
97 79 0
98 53 7
99 33 3
100 27 3
101 54 20
102 55 12
103 53 11
104 33 17
105 54 6
106 55 13
107 80 0
108 57 14
109 57 3
110 65 0
111 81 0
112 82 0
113 57 15
114 57 16
115 20 4
116 57 17
117 18 7
118 18 2
119 21 17
120 22 9
121 54 8
122 37 10
123 36 3
124 83 0
125 59 4
126 63 0
127 57 5
128 57 9
129 57 10
130 60 2
131 45 3
132 60 3
133 62 4
134 42 20
135 58 7
136 63 1
137 58 18
138 58 11
139 68 0
140 37 12
141 59 19
142 34 6
143 60 20
144 59 6
145 84 0
146 61 12
147 59 8
148 30 2
149 28 7
150 63 2
151 27 16
152 27 17
153 85 0
154 23 0
155 63 3
156 61 13
157 86 0
158 62 5
159 34 18
160 63 14
161 87 0
162 88 0
163 89 0
164 62 9
165 65 4
166 90 0
167 63 15
168 66 1
169 62 10
170 33 11
171 66 2
172 66 3
173 68 4
174 33 7
175 63 16
176 63 17
177 47 4
178 64 18
179 65 19
180 69 1
181 91 0
182 66 20
183 67 12
184 92 0
185 67 13
186 63 7
187 93 0
188 69 2
189 63 11
190 64 6
191 94 0
192 95 0
193 96 0
194 64 8
195 69 3
196 71 4
197 72 1
198 97 0
199 98 0
200 69 14
201 22 10
202 72 2
203 23 7
204 69 15
205 1 12
206 7 13
207 13 11
208 14 4
209 7 12
210 18 3
211 13 12
212 99 0
213 23 11
214 26 0
215 19 12
216 19 0
217 20 0
218 19 13
219 7 0
220 27 5
221 72 3
222 45 2
223 61 0
224 67 5
225 32 4
226 33 1
227 33 2
228 74 4
229 100 0
230 101 0
231 35 4
232 36 2
233 35 0
234 40 0
235 67 9
236 39 14
237 38 7
238 47 5
239 67 10
240 15 3
241 39 6
242 102 0
243 69 16
244 103 0
245 75 1
246 62 0
247 48 2
248 52 0
249 37 9
250 36 20
251 48 7
252 26 4
253 27 10
254 43 0
255 30 3
256 33 16
257 69 17
258 29 19
259 33 14
260 29 8
261 70 18
262 68 7
263 68 11
264 47 0
265 69 6
266 39 1
267 71 19
268 32 9
269 57 0
270 75 2
271 72 20
272 53 0
273 18 20
274 38 11
275 104 0
276 75 3
277 42 9
278 77 4
279 105 0
280 44 8
281 73 12
282 106 0
283 107 0
284 44 0
285 78 1
286 108 0
287 42 1
288 73 13
289 75 14
290 109 0
291 110 0
292 75 15
293 75 16
294 111 0
295 78 2
296 58 0
297 39 0
298 75 17
299 78 3
300 76 18
301 80 4
302 69 8
303 45 1
304 72 5
305 77 19
306 78 20
307 112 0
308 46 0
309 72 9
310 113 0
311 79 12
312 24 2
313 24 3
314 72 10
315 24 8
316 73 7
317 79 13
318 114 0
319 73 11
320 115 0
321 48 20
322 116 0
323 49 13
324 48 11
325 74 6
326 81 14
327 81 15
328 81 16
329 81 17
330 82 18
331 74 8
332 117 0
333 77 5
334 83 19
335 81 1
336 81 2
337 118 0
338 84 20
339 81 3
340 77 9
341 77 10
342 119 0
343 78 7
344 42 2
345 78 11
346 83 4
347 79 6
348 84 1
349 84 2
350 120 0
351 66 0
352 121 0
353 122 0
354 79 8
355 54 0
356 82 5
357 85 12
358 84 3
359 123 0
360 85 13
361 87 14
362 86 4
363 82 9
364 82 10
365 124 0
366 125 0
367 87 1
368 87 15
369 87 16
370 87 17
371 126 0
372 127 0
373 128 0
374 87 2
375 83 7
376 87 3
377 83 11
378 129 0
379 84 6
380 89 4
381 84 8
382 90 1
383 90 2
384 88 18
385 90 3
386 87 5
387 89 19
388 8 7
389 92 4
390 130 0
391 93 1
392 93 2
393 90 20
394 87 9
395 87 10
396 88 7
397 91 12
398 91 13
399 93 14
400 88 11
401 93 3
402 131 0
403 132 0
404 95 4
405 1 1
406 4 6
407 9 15
408 9 16
409 9 6
410 9 17
411 133 0
412 9 0
413 11 0
414 9 14
415 9 2
416 96 1
417 89 6
418 60 0
419 10 18
420 18 0
421 17 10
422 15 14
423 15 1
424 17 5
425 15 2
426 18 11
427 56 0
428 21 14
429 30 0
430 27 2
431 27 1
432 29 0
433 31 12
434 89 8
435 55 0
436 96 2
437 31 13
438 30 20
439 32 5
440 29 4
441 92 5
442 92 9
443 92 10
444 93 15
445 93 16
446 21 0
447 31 0
448 32 0
449 38 4
450 38 0
451 51 2
452 36 0
453 44 6
454 93 17
455 36 1
456 134 0
457 96 3
458 93 7
459 98 4
460 22 18
461 99 1
462 94 18
463 23 4
464 135 0
465 45 0
466 42 5
467 136 0
468 43 11
469 93 11
470 41 0
471 43 7
472 41 19
473 39 3
474 40 18
475 39 17
476 39 15
477 42 10
478 39 8
479 39 16
480 51 1
481 37 0
482 45 14
483 95 19
484 49 0
485 137 0
486 39 2
487 51 0
488 41 4
489 138 0
490 94 6
491 139 0
492 99 2
493 140 0
494 46 18
495 141 0
496 99 3
497 94 8
498 67 0
499 101 4
