// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 2 2 5
SQRT 2 2 6
actual latency 178
0 61 3
1 20 0
2 85 1
3 82 1
4 85 3
5 94 1
6 118 1
7 121 4
8 91 5
9 41 3
10 79 1
11 91 4
12 112 1
13 115 2
14 121 1
15 127 1
16 133 1
17 27 0
18 21 0
19 79 5
20 88 1
21 93 0
22 94 0
23 109 4
24 103 5
25 103 4
26 124 1
27 127 0
28 128 4
29 134 3
30 139 3
31 144 4
32 150 4
33 66 2
34 109 5
35 136 4
36 24 0
37 28 0
38 156 4
39 162 4
40 168 2
41 173 4
42 37 5
43 43 5
44 156 1
45 12 0
46 40 1
47 139 2
48 159 1
49 162 1
50 67 1
51 26 3
52 26 2
53 31 1
54 34 0
55 70 3
56 75 2
57 2 0
58 10 1
59 21 3
60 31 5
61 41 2
62 46 0
63 47 0
64 85 4
65 91 2
66 7 4
67 6 2
68 6 3
69 11 3
70 22 1
71 25 0
72 31 4
73 13 0
74 34 1
75 13 1
76 25 1
77 37 4
78 43 4
79 49 1
80 56 2
81 61 0
82 5 0
83 16 3
84 96 2
85 1 3
86 6 0
87 67 4
88 101 0
89 103 1
90 106 1
91 7 5
92 16 2
93 64 1
94 13 4
95 21 2
96 97 1
97 100 1
98 103 0
99 7 1
100 1 0
101 1 4
102 10 0
103 11 2
104 16 1
105 19 1
106 1 2
107 4 1
108 1 1
109 4 0
110 7 0
111 8 0
112 9 0
113 22 0
114 23 0
115 15 0
116 16 0
117 37 1
118 46 1
119 51 2
120 58 1
121 61 2
122 73 5
123 46 2
124 46 3
125 55 5
126 61 5
127 79 4
128 85 2
129 91 1
130 94 3
131 28 1
132 31 2
133 36 0
134 3 0
135 14 0
136 109 1
137 112 3
138 117 5
139 123 0
140 76 1
141 79 3
142 99 3
143 97 4
144 103 2
145 108 2
146 113 0
147 115 4
148 51 3
149 17 0
150 31 3
151 52 1
152 55 0
153 67 5
154 73 4
155 43 1
156 25 4
157 36 3
158 49 4
159 55 4
160 61 4
161 67 0
162 79 0
163 85 5
164 97 5
165 19 0
166 25 5
167 31 0
168 56 3
169 104 3
170 115 1
171 70 1
172 36 2
173 18 0
174 19 5
175 61 1
176 73 1
177 76 0
178 118 3
179 130 1
180 13 5
181 19 4
182 91 0
183 1 5
184 11 0
185 133 0
186 134 2
187 139 0
188 144 2
189 26 0
190 136 1
191 139 5
192 49 5
193 55 1
194 92 0
195 145 5
196 151 2
